//버전	//변수명	명칭	기본생성개수	최대곂침개수	1차아이템종류	2차아이템종류	3차아이템종류	아이템직업소속	소비불가	사용가능	사용성별	가격	내구력	마모도	수리회수	잡는형식	속성	장착위치	장착위치	파츠파일	제거될위치	기본부위무시	아이템레벨	희귀성	상점판매가능	로그남길것	상용화 판단	필요 아이템종류	필요 아이템	최소능력	최대능력	공격 속성	속성 공격력	회피율	블럭율		최대추가스킬	공격 스타일	무기종류	아이템1차공격순서	아이템2차공격순서	아이템3차공격순서	아이템4차공격순서	지속피해	최대장전개수	반동	장전시간	추가공격성공률	공격속도	타격시 반동	공격범위	적용확률	적용대상1	적용대상2	적용대상3	적용값1	적용값2	적용값3	적용변화값1	적용변화값2	적용변화값3	참조값 1	참조값 2	참조값 3	발동 마법	발동 레벨	마법 확률	필요MP	필요EP	학과필요레벨	선행스킬1	선행스킬레벨1	선행스킬2	선행스킬 레벨2	기술준비	기술 준비시간	기술 시전거리	원소이펙트	사용 효과(시전효과)	효과 2 (발사체)	"효과 3 (발동효과,타겟)"	효과 4(유지효과)	"효과 5(발동효과,시전자)"	사용 모션	유지시간	지속시간	발동대상	사용시기	마법범위	마법속성	무기종류설정	보석옵션설정	변환될무기설정	변환될확률설정	레드칩액수설정	참조수치2	기술속성	전기저항	불저항	바람저항	물저항	땅저항	악행	숙련레벨	최대숙련레벨	서브디파인위치	현재경험치	연속기술방식	비행속도	비행선회각(좌우)	비행선회각(상하)	비행제한레벨	비행연료충전량	가속연료충전량	팩당연료충전량	제한레벨1	반사광	공격음1(무기 타격음)	공격음2(무기 크리티컬)	아이콘파일	퀘스트 ID	텍스트 파일명	설명	최소사용레벨	최대사용레벨	아이템그룹	사용제한그룹	중첩사용개수	효과적용수치	사용대상최소제련수치	사용대상최대제련수치	귀속해제 가능	귀속 여부	귀속 해제 후 상태	타격 시 발동 마법	발동 레벨	마법 확률	대상	타격 당했을 시 발동 마법	발동 레벨	마법 확률	대상	착용 시 발동 마법	발동 레벨	제련 가능	속성 제련 가능 여부	보석 제련 가능	피어싱 가능 여부	각성 가능 여부	아이템 시간 소비 타입
//ver6	//dwID	szName	dwNum	dwPackMax	dwItemKind1	dwItemKind2	dwItemKind3	dwItemJob	bPermanence	dwUseable	dwItemSex	dwCost	dwEndurance	nAbrasion	nMaxRepair	dwHanded	dwFlag	dwParts	dwPartsub	bPartFile	dwExclusive	dwBasePartsIgnore	dwItemLV	dwItemRare	dwShopAble	bLog	bCharged	dwLinkKindBullet	dwLinkKind	dwAbilityMin	dwAbilityMax	eItemType	wItemEAtk	dwParry	dwBlockRating	dwAddSkillMin	dwAddSkillMax	dwAtkStyle	dwWeaponType	dwItemAtkOrder1	dwItemAtkOrder2	dwItemAtkOrder3	dwItemAtkOrder4	bContinuousPain	dwShellQuantity	dwRecoil	dwLoadingTime	nAdjHitRate	dwAttackSpeed	dwDmgShift	dwAttackRange	dwProbability	dwDestParam1	dwDestParam2	dwDestParam3	nAdjParamVal1	nAdjParamVal2	nAdjParamVal3	dwChgParamVal1	dwChgParamVal2	dwChgParamVal3	dwdestData1	dwdestData2	dwdestData3	dwactiveskill	dwactiveskillLv	dwactiveskillper	dwReqMp	dwRepFp	dwReqDisLV	dwReSkill1	dwReSkillLevel1	dwReSkill2	dwReSkillLevel2	dwSkillReadyType	dwSkillReady	dwSkillRange	dwSfxElemental	dwSfxObj	dwSfxObj2	dwSfxObj3	dwSfxObj4	dwSfxObj5	"dwUseMotion(01,02,03 번호 붙여 다음 동작연결)"	dwCircleTime	dwSkillTime	dwExeTarget	dwUseChance	dwSpellRegion	dwSpellType	dwReferStat1	dwReferStat2	dwReferTarget1	dwReferTarget2	dwReferValue1	dwReferValue2	dwSkillType	fItemResistElecricity	fItemResistFire	fItemResistWind	fItemResistWater	fItemResistEarth	nEvildoing	dwExpertLV	ExpertMax	dwSubDefine	dwExp	dwComboStyle	fFlightSpeed	fFlightLRAngle	fFlightTBAngle	dwFlightLimit	dwFFuelReMax	dwAFuelReMax	dwFuelRe	dwLimitLevel1	dwReflect	dwSndAttack1	dwSndAttack2	szIcon	dwQuestID	szTextFile	szComment	nMinLimitLevel	nMaxLimitLevel	nItemGroup	nUseLimitGroup	nMaxDuplication	nEffectValue	nTargetMinEnchant	nTargetMaxEnchant	bResetBind	nBindCondition	nResetBindCondition	dwHitActiveSkillId	dwHitActiveSkillLv	dwHitActiveSkillProb	dwHitActiveSkillTarget	dwDamageActiveSkillId	dwDamageActiveSkillLv	dwDamageActiveSkillProb	dwDamageActiveSkillTarget	dwEquipActiveSkillId	dwEquipActiveSkillLv	dwSmelting	dwAttsmelting	dwGemsmelting	dwPierce 	dwUprouse	bAbsoluteTime
//6	II_DEFAULT	IDS_PROPITEM_TXT_000000	1	1	IK1_SYSTEM	=	=	=	=	=	=	1	=	=	=	=	=	=	=	0	=	=	=	=	=	=	=	=	=	=	=	_NONE	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	0.07	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	""""""	0	""""""	IDS_PROPITEM_TXT_000001	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_SWT_USU	IDS_PROPITEM_TXT_003908	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_SWD	JOB_KNIGHT	TRUE	=	=	200000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	=	=	75	200	=	1	=	=	=	321	324	_NONE	0	0	0	0	0	=	WT_MELEE_SWD	AS_HORIZONTAL	AS_DIAGONAL	AS_VERTICAL	AS_THRUST	=	=	=	=	=	0.035	=	AR_SHORT	=	DST_ADJ_HITRATE	DST_ATTACKSPEED	=	15	200	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_SWT_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaSwtUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003909	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_AXE_USU	IDS_PROPITEM_TXT_003910	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	200000	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	75	200	=	1	=	=	=	280	282	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	DST_HP_MAX_RATE	DST_ATTACKSPEED	=	20	140	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_AXE_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""itm_WeaAxeUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003911	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_AXT_USU	IDS_PROPITEM_TXT_003912	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_KNIGHT	TRUE	=	=	200000	8000000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	=	=	75	200	=	1	=	=	=	325	334	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.03	=	AR_SHORT	=	DST_ATTACKSPEED	DST_ADJ_HITRATE	=	200	20	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_AXT_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""itm_WeaAxtUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003913	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_KNU_USU	IDS_PROPITEM_TXT_003914	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_KNUCKLEHAMMER	JOB_ASSIST	TRUE	=	=	200000	8800000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	75	200	=	1	=	=	=	297	299	_NONE	0	0	0	0	0	=	WT_MELEE_KNUCKLE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.07	=	AR_SHORT	=	DST_DEX	DST_CHR_CHANCECRITICAL	=	5	13	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_KNUCKLE01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_KNU_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGCHEM	SND_PC_DMGCHEC	"""itm_WeaKnuUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003915	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_CHE_USU	IDS_PROPITEM_TXT_003916	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_CHEERSTICK	JOB_ASSIST	TRUE	=	=	200000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	75	200	=	1	=	=	=	279	281	_NONE	0	0	0	0	0	=	WT_MELEE_STICK	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.05	=	AR_SHORT	=	DST_MP_MAX_RATE	DST_INT	=	20	2	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_STICK01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_CHE_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGCHEM	SND_PC_DMGCHEC	"""itm_WeaCheUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003917	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_WAN_USU	IDS_PROPITEM_TXT_003918	1	1	IK1_WEAPON	IK2_WEAPON_MAGIC	IK3_WAND	JOB_MAGICIAN	TRUE	=	=	200000	2400000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	75	200	=	1	=	=	=	279	281	_NONE	0	0	0	0	0	=	WT_MAGIC_WAND	=	=	=	=	=	=	=	=	=	0.025	=	AR_RANGE	=	DST_MP_MAX	DST_INT	=	125	5	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_FIR_WAND01	XI_FIR_WAND01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_WAN_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGWANM	SND_PC_DMGWANC	"""itm_WeaWanUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003919	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_STA_USU	IDS_PROPITEM_TXT_003920	1	1	IK1_WEAPON	IK2_WEAPON_MAGIC	IK3_STAFF	JOB_MAGICIAN	TRUE	=	=	200000	2800000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	75	200	=	1	=	=	=	274	277	_NONE	0	0	0	6	6	=	WT_MELEE_STAFF	=	=	=	=	=	=	=	=	=	0.045	=	AR_SHORT	=	DST_MP_MAX_RATE	DST_INT	=	10	5	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_STICK01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_STA_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGSWD	SND_PC_DMGSWDC	"""itm_WeaStaUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003921	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_BOW_USU	IDS_PROPITEM_TXT_003922	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_BOW	JOB_ACROBAT	TRUE	=	=	200000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	75	200	=	1	=	IK2_BULLET	=	251	253	_NONE	0	0	0	0	0	=	WT_RANGE_BOW	=	=	=	=	=	=	=	=	=	0.07	=	AR_WAND	=	DST_DEX	DST_STA	=	10	4	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_BOW01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_BOW_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGBOWB	SND_PC_DMGBOWC	"""Itm_WeaBowUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003923	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_YOY_USU	IDS_PROPITEM_TXT_003924	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_YOYO	JOB_ACROBAT	TRUE	=	=	200000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	75	200	=	1	=	=	=	223	225	_NONE	0	0	0	0	0	=	WT_MELEE_YOYO	=	=	=	=	=	=	=	=	=	0.075	=	AR_HRANGE	=	DST_DEX	DST_CRITICAL_BONUS	=	7	28	=	=	=	=	=	=	=	SI_GEN_KNOCK_BACK	=	20	=	=	=	=	=	=	=	=	=	=	=	=	XI_ITEM_YOYO_ATK9	XI_HIT_YOY01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_YOY_USUUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	75	=	SND_PC_DMGYOYB	SND_PC_DMGYOYC	"""Itm_WeaYoyUsu.dds"""	0	""""""	IDS_PROPITEM_TXT_003925	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_SWO_ANGEL	IDS_PROPITEM_TXT_003926	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_SWD	JOB_MERCENARY	TRUE	=	=	300000	7200000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	90	200	=	1	=	=	=	310	312	_NONE	0	0	0	0	0	=	WT_MELEE_SWD	AS_HORIZONTAL	AS_DIAGONAL	AS_VERTICAL	AS_THRUST	=	=	=	=	=	0.085	=	AR_SHORT	=	DST_HP_MAX_RATE	DST_ATTACKSPEED	=	15	200	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_SWO_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""Itm_WeaSwoAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003927	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_SWT_ANGEL	IDS_PROPITEM_TXT_003928	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_SWD	JOB_KNIGHT	TRUE	=	=	300000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	=	=	90	200	=	1	=	=	=	380	382	_NONE	0	0	0	0	0	=	WT_MELEE_SWD	AS_HORIZONTAL	AS_DIAGONAL	AS_VERTICAL	AS_THRUST	=	=	=	=	=	0.035	=	AR_SHORT	=	DST_DEX	DST_CRITICAL_BONUS	=	10	35	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_SWT_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGSWDH	SND_PC_DMGSWDC	"""itm_WeaSwtAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003929	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_AXE_ANGEL	IDS_PROPITEM_TXT_003930	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_MERCENARY	TRUE	=	=	300000	8000000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	90	200	=	1	=	=	=	307	309	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.06	=	AR_SHORT	=	DST_DEX	DST_CHR_CHANCECRITICAL	=	7	20	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_AXE_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""Itm_WeaAxeAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003931	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_AXT_ANGEL	IDS_PROPITEM_TXT_003932	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_AXE	JOB_KNIGHT	TRUE	=	=	300000	8000000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	=	=	90	200	=	1	=	=	=	387	395	_NONE	0	0	0	0	0	=	WT_MELEE_AXE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.03	=	AR_SHORT	=	DST_STR	DST_CHR_CHANCECRITICAL	=	10	15	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_SWORD01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_AXT_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGSWDM	SND_PC_DMGSWDC	"""itm_WeaAxtAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003933	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_KNU_ANGEL	IDS_PROPITEM_TXT_003934	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_KNUCKLEHAMMER	JOB_ASSIST	TRUE	=	=	300000	8800000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	90	200	=	1	=	=	=	306	308	_NONE	0	0	0	0	0	=	WT_MELEE_KNUCKLE	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.07	=	AR_SHORT	=	DST_HP_MAX_RATE	DST_ADJ_HITRATE	=	15	20	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_KNUCKLE01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_KNU_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGCHEM	SND_PC_DMGCHEC	"""Itm_WeaKnuAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003935	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_CHE_ANGEL	IDS_PROPITEM_TXT_003936	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_CHEERSTICK	JOB_ASSIST	TRUE	=	=	300000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	90	200	=	1	=	=	=	308	310	_NONE	0	0	0	0	0	=	WT_MELEE_STICK	AS_DIAGONAL	AS_VERTICAL	AS_HORIZONTAL	AS_THRUST	=	=	=	=	=	0.05	=	AR_SHORT	=	DST_INT	DST_HP_MAX_RATE	=	4	10	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_STICK01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_CHE_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGCHEH	SND_PC_DMGCHEC	"""Itm_WeaCheAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003937	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_WAN_ANGEL	IDS_PROPITEM_TXT_003938	1	1	IK1_WEAPON	IK2_WEAPON_MAGIC	IK3_WAND	JOB_MAGICIAN	TRUE	=	=	300000	2400000	100	180	HD_ONE	=	PARTS_RWEAPON	=	0	=	=	90	200	=	1	=	=	=	308	310	_NONE	0	0	0	0	0	=	WT_MAGIC_WAND	=	=	=	=	=	=	=	=	=	0.025	=	AR_RANGE	=	DST_HP_MAX_RATE	DST_MP_MAX_RATE	=	15	15	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_FIR_WAND01	XI_FIR_WAND01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_WAN_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGWANH	SND_PC_DMGWANC	"""Itm_WeaWanAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003939	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_STA_ANGEL	IDS_PROPITEM_TXT_003940	1	1	IK1_WEAPON	IK2_WEAPON_MAGIC	IK3_STAFF	JOB_MAGICIAN	TRUE	=	=	300000	2800000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	90	200	=	1	=	=	=	303	306	_NONE	0	0	0	6	6	=	WT_MELEE_STAFF	=	=	=	=	=	=	=	=	=	0.045	=	AR_SHORT	=	DST_ADJDEF	DST_INT	=	10	3	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_STICK01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_STA_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGSWD	SND_PC_DMGSWDC	"""Itm_WeaStaAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003941	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_BOW_ANGEL	IDS_PROPITEM_TXT_003942	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_BOW	JOB_ACROBAT	TRUE	=	=	300000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	90	200	=	1	=	IK2_BULLET	=	278	280	_NONE	0	0	0	0	0	=	WT_RANGE_BOW	=	=	=	=	=	=	=	=	=	0.07	=	AR_WAND	=	DST_HP_MAX_RATE	DST_ADJ_HITRATE	=	20	20	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_HIT_BOW01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_BOW_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGBOWB	SND_PC_DMGBOWC	"""Itm_WeaBowAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003943	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
6	II_WEA_YOY_ANGEL	IDS_PROPITEM_TXT_003944	1	1	IK1_WEAPON	IK2_WEAPON_DIRECT	IK3_YOYO	JOB_ACROBAT	TRUE	=	=	300000	7200000	100	180	HD_TWO	=	PARTS_RWEAPON	=	0	PARTS_LWEAPON	=	90	200	=	1	=	=	=	247	249	_NONE	0	0	0	0	0	=	WT_MELEE_YOYO	=	=	=	=	=	=	=	=	=	0.075	=	AR_HRANGE	=	DST_STR	DST_DEX	=	10	5	=	=	=	=	=	=	=	SI_GEN_KNOCK_BACK	=	20	=	=	=	=	=	=	=	=	=	=	=	=	XI_ITEM_YOYO_ATK12	XI_HIT_YOY01	=	=	=	=	=	=	=	=	=	WEAPON_UNIQUE	=	II_WEA_YOY_ANGELUM	=	=	=	=	0	0	0	0	0	0	=	=	SND_ITEM_DROPDING1	=	=	=	=	=	=	=	=	=	90	=	SND_PC_DMGYOYB	SND_PC_DMGYOYC	"""Itm_WeaYoyAngel.dds"""	0	""""""	IDS_PROPITEM_TXT_003945	1	300	0	0	1	0	0	0	1	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0
